# locale=zh	language=Simplified Chinese	source=D:\soft\Steam\steamapps\common\Crimson Desert\Save Editor\locale\names_zh.json
# item_key	category	current_language_name	english_name	internal_name	slotType	inventoryCategory
1003730	Recipe	齿轮制作方法：气力吸收	Gear Blueprint: Energy Drain	Recipe_Item_Skill_AbyssGear_AddKillSkillLevel_LV1	65535	2
1003731	Recipe	齿轮制作方法：生命循环	Gear Blueprint: Life Transference	Recipe_Item_Skill_AbyssGear_Attack_HPRecover_LV1	65535	2
1003732	Recipe	齿轮制作方法：勇气循环	Gear Blueprint: Spirit Transference	Recipe_Item_Skill_AbyssGear_Attack_MPRecover_LV1	65535	2
1003733	Recipe	齿轮制作方法：耐力循环	Gear Blueprint: Stamina Transference	Recipe_Item_Skill_AbyssGear_Attack_SPRecover_LV1	65535	2
1003734	Recipe	齿轮制作方法：连击	Gear Blueprint: Relentless	Recipe_Item_Skill_AbyssGear_Combo_LV1	65535	2
1003735	Misc	小型电池	Small Battery	Small_Mechanical_Powerplant_Pack	65535	2
1003736	Recipe	齿轮制作方法：暗影之手	Gear Blueprint: Ledgermain	Recipe_Item_Skill_AbyssGear_AdditionalThief_LV1	65535	2
1003737	Recipe	齿轮制作方法：大地祝福	Gear Blueprint: Blessing of the Earth	Recipe_Item_Skill_AbyssGear_CollectDrop_Ore_LV1	65535	2
1003738	Recipe	齿轮制作方法：自然祝福	Gear Blueprint: Blessing of Nature	Recipe_Item_Skill_AbyssGear_CollectDrop_Plant_LV1	65535	2
1003739	Recipe	齿轮制作方法：野兽祝福	Gear Blueprint: Blessing of the Beast	Recipe_Item_Skill_AbyssGear_CollectDrop_Animal_LV1	65535	2
1003740	Recipe	齿轮制作方法：奉献	Gear Blueprint: Service	Recipe_Item_Skill_AbyssGear_ContributionExp_LV1	65535	2
1003741	Recipe	齿轮制作方法：训练	Gear Blueprint: Aptitude	Recipe_Item_Skill_AbyssGear_SkillPointExp_LV1	65535	2
1003742	Recipe	齿轮制作方法：交感	Gear Blueprint: Equestrian	Recipe_Item_Skill_AbyssGear_Equip_AddHorseExp_LV1	65535	2
1003743	Recipe	齿轮制作方法：挚友	Gear Blueprint: Companionship	Recipe_Item_Skill_AbyssGear_Equip_AddPetFriendly_LV1	65535	2
1003744	Misc	荒芜真相的回忆	Memories of the Disconnected Truth	Visione_Chip_Abyss_Platform_01	65535	2
1003745	Misc	苍穹碎片中的残影	Shadows Within the Ether Fragment	Visione_Chip_Abyss_Platform_02	65535	2
1003746	Misc	生命之环遗留的记忆	Memories of the Loop of Life	Visione_Chip_Abyss_Platform_03	65535	2
1003747	ChestArmor		Demian Skirt Fabric Armor	Demian_Skirt_Fabric_Armor	5	1
1003748	Quest	哈尔丁的秘密地点	Haldin's Hideout	Quest_Haldin_Stolen_Map	65535	2
1003749	Misc	塔舒卡尔普贡献度	Tashkalp Contribution	Contribution_Tashkalpan	65535	2
1003750	Backpack	肥料喷雾器	Fertilizer Sprayer	Fertilizer_Sprayer_BackPack	13	1
1003751	Backpack	润滑油喷雾器	Lubricant Sprayer	Oil_Sprayer_BackPack	13	1
1003752	Ammo	持续补给炮弹	Replenishing Cannonballs	Continuous_Supply_CannonBall	65535	2
1003753	Misc	持续补给子弹	Replenishing Bullets	Continuous_Supply_Bullet	65535	2
1003754	Ring	塔舒卡尔普印章	Tashkalp Signet	Tashkalpan_Nobility_Degree_I	10	1
1003755	Misc	克里夫回春外形变更券	Kliff Youthful Appearance Change Coupon	CharacterCustomize_Kliff_Deaging	65535	2
1003756	Misc	润滑油	Lubricant	Specialty_Oil_Pack	65535	2
1003757	Quest	移动型巧克力工坊研究日志	Mobile Chocolate Workshop Research Journal	Quest_Paper_Chocolate_Factory_BackPack	65535	2
1003758	Recipe	齿轮制作方法：穿透	Gear Blueprint: Shred	Recipe_Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_FabricArmor_LV1	65535	2
1003759	AbyssGear	破裂I	Shatter I	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_PlateArmor_LV1	65535	2
1003760	AbyssGear	破裂II	Shatter II	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_PlateArmor_LV2	65535	2
1003761	AbyssGear	破裂III	Shatter III	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_PlateArmor_LV3	65535	2
1003762	AbyssGear	切割I	Rend I	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_LeatherArmor_LV1	65535	2
1003763	AbyssGear	切割II	Rend II	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_LeatherArmor_LV2	65535	2
1003764	AbyssGear	切割III	Rend III	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_LeatherArmor_LV3	65535	2
1003765	AbyssGear	穿透I	Shred I	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_FabricArmor_LV1	65535	2
1003766	AbyssGear	穿透II	Shred II	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_FabricArmor_LV2	65535	2
1003767	AbyssGear	穿透III	Shred III	Item_Skill_AbyssGear_AddCriticalRateByMaterialKey_FabricArmor_LV3	65535	2
1003768	Recipe	烹饪：巧克力	Recipe: Chocolate	Recipe_Chocolate	65535	2
1003769	Helmet	拉布拉克布制头盔	Labrak Cloth Cap	Lavrak_Fabric_Helm	4	1
1003770	Helmet	里贝隆布制头盔	Rivellon Cloth Cap	Rivelorn_Fabric_Helm	4	1
1003771	Helmet	波伦皮革头盔	Boren Leather Helm	Vorren_Leather_Helm	4	1
1003772	Misc	娜里玛的号角	Narima's Horn	Item_ETC_CooltimeReduce_DragonII	65535	2
1003773	Misc	A.T.A.G.动力模块	A.T.A.G. Power Module	Item_ETC_CooltimeReduce_ATAGII	65535	2
1003774	Misc		Enhanced Kuku Cooler	Item_gimmick_foodstorage_0002	65535	2
1003775	Misc	灰鬃的信物	Greymane's Token	Graymane_Token	65535	2
1003776	OneHandWeapon		Sword of Starlight	Star_OneHandRapier	65535	2
1003777	Document		Hernand Constabulary Warning Notice No. 66	NoticePaper_Skill_LungeCombination	65535	2
1003778	Document		Hernand Anonymous Jottings No. 27	NoticePaper_Skill_TurnBash_II	65535	2
1003779	Document		Hernand Anonymous Jottings No. 32	NoticePaper_Skill_MoveCutting_II	65535	2
1003780	Document		Hernand Constabulary Warning Notice No. 84	NoticePaper_Skill_RotationBash_II	65535	2
1003781	Document		Kailok's Request	NoticePaper_Skill_SwordRush	65535	2
1003782	Document		Hernand Anonymous Jottings No. 34	NoticePaper_Skill_Charge_Shot	65535	2
1003783	Document		Random Note No. 1	NoticePaper_Skill_MultiShot	65535	2
1003784	Document		Pailune Warning Notice No. 66	NoticePaper_Skill_EvadeShot	65535	2
1003785	Document		Hernand Constabulary Warning Notice No. 77	NoticePaper_Skill_EvadeExplosionShot	65535	2
1003786	Document		Request from the Communal Training Grounds	NoticePaper_Skill_UnArmedCombination	65535	2
1003787	Document		Anonymous Note No. 1	NoticePaper_Skill_SkyKick	65535	2
1003788	Document		Hernand Anonymous Jottings No. 42	NoticePaper_Skill_DoubleKick_I	65535	2
1003789	Document		Hernand Anonymous Jottings No. 45	NoticePaper_Skill_DropKick	65535	2
1003790	Document		Request from the Merchant Guild	NoticePaper_Skill_JumpStep	65535	2
1003791	Document		Call for Challengers: Black Bear	NoticePaper_Skill_Wrestle_Lariat	65535	2
1003792	Document		Hernand Constabulary Warning Notice No. 103	NoticePaper_Skill_Wrestle_AirBodySlam	65535	2
1003793	Document		An old man's request	NoticePaper_Skill_ShieldJustGuard_Attack	65535	2
1003794	Document		Random Note No. 2	NoticePaper_Skill_DoubleJump	65535	2
1003795	Document		Hernand Anonymous Jottings No. 48	NoticePaper_Skill_RollCancel	65535	2
1003796	Document		Anonymous Note No. 2	NoticePaper_Skill_Greywolf_Detect	65535	2
1003797	Document		Hernand Anonymous Jottings No. 52	NoticePaper_Skill_Lift	65535	2
1003798	Document		Hernand Anonymous Jottings No. 57	NoticePaper_Skill_Mabongpa	65535	2
1003799	Document		Anonymous Note No. 3	NoticePaper_Skill_JiJeongTa_I	65535	2
1003800	Document		Anonymous Note No. 4	NoticePaper_Skill_JiJeongTa_Deep	65535	2
1003801	Document		Anonymous Note No. 5	NoticePaper_Skill_Tathagata_mini	65535	2
1003802	Document		Random Note No. 3	NoticePaper_Skill_Greywolf_Detect_Unleash	65535	2
1003803	Document		Hernand Anonymous Jottings No. 61	NoticePaper_Skill_CrowWing_Dash	65535	2
1003804	Document		Tribunal Warning Notice No. 52367	NoticePaper_Skill_CloneAttack	65535	2
1003805	Document		White Crow's Letter	NoticePaper_Skill_MpFire	65535	2
1003806	Document		White Crow's Letter	NoticePaper_Skill_MpIce	65535	2
1003807	Document		White Crow's Letter	NoticePaper_Skill_MpLightning	65535	2
1003808	Document		White Crow's Letter	NoticePaper_Skill_MpWind	65535	2
1003809	Document		Hernand Anonymous Jottings No. 23	NoticePaper_Skill_Oongka_Dash	65535	2
1003810	Document		A man's plea	NoticePaper_Skill_Oongka_RotationBash_II	65535	2
1003811	Document		Random Note No. 4	NoticePaper_Skill_Oongka_GroundSmash_II	65535	2
1003812	Document		Troll Wrestling Invitation	NoticePaper_Skill_Oongka_Wrestle_Combo	65535	2
1003813	Document		Anonymous Note No. 6	NoticePaper_Skill_Oongka_AimExplosionShot	65535	2
1003814	Document		Hernand Anonymous Jottings No. 63	NoticePaper_Skill_Damian_LungeCatch	65535	2
1003815	Document		Circus Invitation	NoticePaper_Skill_Damian_TurnBash_II	65535	2
1003816	Document		Hernand Anonymous Jottings No. 72	NoticePaper_Skill_Damian_QuickReload	65535	2
1003817	Document		Call for Challengers: Master of Kicks	NoticePaper_Skill_Damian_SpinningKick	65535	2
1003818	Document		Pailune Anonymous Jottings No. 77	NoticePaper_Skill_Wrestle_GrabSpinThrow	65535	2
1003819	Misc		Blue Gilded Handle Ceramic	Collection_Prop_Ceramic_0057	65535	2
1003820	Misc		Blue Ceramic Container	Collection_Prop_Ceramic_0058	65535	2
1003821	Misc		The Blue Mirage	Collection_Prop_Ceramic_0059	65535	2
1003822	Misc		Flower Bird Glass Pottery	Collection_Prop_Ceramic_0056	65535	2
1003823	Misc		Sturdy Gatherables Chest	Item_gimmick_resourcestorage_0001	65535	2
1003824	Misc		Collectibles Chest	Item_gimmick_collectionstorage_0001	65535	2
1003825	Misc		Kuku Cooler	Item_gimmick_foodstorage_0001	65535	2
1003826	Document	白鸦的书信	White Crow's Letter	AbyssGear_Epistle	65535	2
1003827	Material	阿比斯动力核心：0号	Abyss Cell: No. 0	Item_gimmick_nature_rock_dissolve_stone_core_01	65535	2
1003828	Currency	埃尔南德淬火货币	Hernand Refinement Token	Item_Her_Enchant_Coin	65535	2
1003829	Quest	投资建议书	Investment Offer	Quest_Paper_HowToMakeFundAccount	65535	2
1003830	Currency	德梅尼斯淬火货币	Demeniss Refinement Token	Item_Dem_Enchant_Coin	65535	2
1003831	Currency	德雷西亚淬火货币	Delesyia Refinement Token	Item_Del_Enchant_Coin	65535	2
1003832	Currency	佩伦淬火货币	Pailune Refinement Token	Item_Pailoon_Enchant_Coin	65535	2
1003833	Currency	贝根淬火货币	Beighen Refinement Token	Item_Beighen_Enchant_Coin	65535	2
1003834	Currency	托马索淬火货币	Tommaso Refinement Token	Item_Tomaso_Enchant_Coin	65535	2
1003835	Misc	小型背包	Small Bag	Inventory_Expansion_Sellable_1	65535	2
1003836	Quest		Kuku Cooler Blueprint	Quest_Paper_Foodstorage	65535	2
1003837	Quest		Enhanced Kuku Cooler Blueprint	Quest_Paper_HeavyFoodstorage	65535	2
1003838	Misc	寒霜白熊利爪	White Bear Claws	Riding_Bear_Claw	65535	2
1003839	Misc	银牙利齿	Fang of Silver Fang	Riding_Wolf_Tooth	65535	2
1003840	Misc	白鹿角	Snowwhite Deer Antlers	Riding_Deer_Horn	65535	2
1003841	Misc	寒霜北山羊角	Icicle Edge Alpine Ibex Horn	Riding_AlpineIbex_Horn	65535	2
1003842	Misc	石牙疣猪獠牙	Rock Tusk Warthog Molar	Riding_Warthog_Tooth	65535	2
1003843	Misc	寒霜白熊随行符咒	Sigil of Solidarity (White Bear)	Riding_Bear_Amulet	65535	2
1003844	Misc	银牙随行符咒	Sigil of Solidarity (Silver Fang)	Riding_Wolf_Amulet	65535	2
1003845	Misc	白鹿随行符咒	Sigil of Solidarity (Snowwhite Deer)	Riding_Deer_Amulet	65535	2
1003846	Misc	寒霜北山羊随行符咒	Sigil of Solidarity (Icicle Edge Alpine Ibex)	Riding_AlpineIbex_Amulet	65535	2
1003847	Misc	石牙疣猪獠牙随行符咒	Sigil of Solidarity (Rock Tusk Warthog)	Riding_Warthog_Amulet	65535	2
1003848	Misc		Sturdy Broom	Equip_Sturdy_Broom	65535	2
1003849	Misc		Tree Branch	Wood_Branch_01	65535	2
1003850	Misc		Sturdy Tree Branch	Wood_Branch_02	65535	2
1003851	Currency	巴尔尼亚淬火货币	Varnia Refinement Token	Item_Varnia_Enchant_Coin	65535	2
1003852	Misc	中型背包	Medium Bag	Inventory_Expansion_Sellable_2	65535	2
1003853	Misc	大型背包	Large Bag	Inventory_Expansion_Sellable_3	65535	2
1003854	Misc	特大型背包	Extra Large Bag	Inventory_Expansion_Sellable_4	65535	2
1003855	Document		Bruna's Note	Paper_Bruna_1	65535	2
1003856	Document		Saddler's Note	Paper_Bruna_I_1	65535	2
1003857	Document		Royal Trading Post Note	Paper_Bruna_II_1	65535	2
1003858	Document		Forrex's Note	Paper_Forex_1	65535	2
1003859	Document		Arms Scholar's Note	Paper_Forex_I_1	65535	2
1003860	Document		Windrose Farm Note	Paper_Forex_II_1	65535	2
1003861	Document		Merchant's Note	Paper_FriendNews_1	65535	2
1003862	Document		Duskway Camp Note	Paper_FriendNews_I_1	65535	2
1003863	Document		Note Found at the Fence	Paper_FriendNews_II_1	65535	2
1003864	Document		Fiona's Note	Paper_Fiona_1	65535	2
1003865	Document		Chief Trainer's Journal	Paper_Fiona_I_1	65535	2
1003866	Document		Excavation Site Manager's Note	Paper_FieldVoice_1	65535	2
1003867	Document		Foreman's Note	Paper_FieldVoice_I_1	65535	2
1003868	Document		Eldred's Note	Paper_Aldred_1	65535	2
1003869	Document		Farmer's Note	Paper_Aldred_I_1	65535	2
1003870	Document		Provisioner's Shop Note	Paper_Aldred_II_1	65535	2
1003871	Document		Wronged Man's Note	Paper_BoundbyLies_1	65535	2
1003872	Document		Note at a Man's House	Paper_BoundbyLies_I_1	65535	2
1003873	Document		Leonard's Note	Paper_Lenard_1	65535	2
1003874	Document		Assistant's Note	Paper_Lenard_I_1	65535	2
1003875	Document		Adrina's Note	Paper_Adelina_1	65535	2
1003876	Document		Carpenter's Note	Paper_Adelina_I_1	65535	2
1003877	Document		Training Field Note	Paper_Adelina_II_1	65535	2
1003878	Document		Maidon's Note	Paper_Maiden_1	65535	2
1003879	Document		Harbor Manager's Note	Paper_Maiden_I_1	65535	2
1003880	Document		Note from the Bank	Paper_Maiden_II_1	65535	2
1003881	Document		Haverson's Note	Paper_Harveston_1	65535	2
1003882	Document		Baker's Note	Paper_Harveston_I_1	65535	2
1003883	Document		Church Note	Paper_Harveston_II_1	65535	2
1003884	Document		Flint's Note	Paper_Flint_1	65535	2
1003885	Document		Potter's Journal	Paper_Flint_I_1	65535	2
1003886	Document		Castiel's Note	Paper_Castiel_1	65535	2
1003887	Document		Stained Work Log	Paper_Castiel_I_1	65535	2
1003888	Document		Produce Order Form	Paper_VegetableBox_1	65535	2
1003889	Document		Bea's Note	Paper_Beatrice_1	65535	2
1003890	Document		Elise's Note	Paper_Eliza_1	65535	2
1003891	Document		Note from the Shopping Street	Paper_Eliza_I_1	65535	2
1003892	Document		Omar's Note	Paper_Omar_1	65535	2
1003893	Document		Varnia Entrance Note	Paper_Omar_I_1	65535	2
1003894	Document		A Man's Note	Paper_BraveToLove_1	65535	2
1003895	Document		Ugmon's Note	Paper_Ugmum_1	65535	2
1003896	Document		Driana's Note	Paper_Drianna_1	65535	2
1003897	Document		Watchtower Note	Paper_Drianna_I_1	65535	2
1003898	Document		Randelle's Note	Paper_Randel_1	65535	2
1003899	Document		Engineer's Research Log	Paper_Randel_I_1	65535	2
1003900	Document		Donny's Note	Paper_Doni_1	65535	2
1003901	Document		Flower Shop Customer's Note	Paper_Doni_I_1	65535	2
1003902	Document		Trainee's Note	Paper_SecretSip_1	65535	2
1003903	Document		Note from Point of Contact	Paper_SecretSip_I_1	65535	2
1003904	Document		Researcher's Note	Paper_RacingStage_1	65535	2
1003905	Document		Racecourse Owner's Note	Paper_RacingStage_I_1	65535	2
1003906	Document		Nix's Note	Paper_Sniks_1	65535	2
1003907	Document		Note from the Freesword Barracks	Paper_Sniks_I_1	65535	2
1003908	Misc		Bamboo Stalk	Bamboo_Branch_01	65535	2
1003909	Document	大书库的记录 1章	Archive Record: Ch. 1	Alustin_Journal_Book_I	65535	2
1003910	Document	大书库的记录 2章	Archive Record: Ch. 2	Alustin_Journal_Book_II	65535	2
1003911	Document	大书库的记录 3章	Archive Record: Ch. 3	Alustin_Journal_Book_III	65535	2
1003912	Document	大书库的记录 4章	Archive Record: Ch. 4	Alustin_Journal_Book_IV	65535	2
1003913	Document	大书库的记录 5章	Archive Record: Ch. 5	Alustin_Journal_Book_V	65535	2
1003914	Document	大书库的记录 最终章	Archive Record: Final Chapter	Alustin_Journal_Book_VI	65535	2
1003915	Consumable		Sotdae of Bond	Item_gimmick_birdfeeder_0001	65535	2
1003916	Material		Greymane Cloth Armor	Greyfur_Fabric_Armor_CI	65535	2
1003918	Misc		Sage's Eye	Boss_Reward_QuickLearner_Charm	65535	2
1003919	Misc		Golden Beer	Boss_Reward_Efficiency_Charm	65535	2
1003920	Misc		Phoenix Feather	Pet_Phoenix_Feather	65535	2
1003921	Misc		Sigil of Solidarity (Phoenix)	Pet_Phoenix_Amulet	65535	2
1003924	PetGear		Visionette	PetArmor_Marni_Helm	65535	2
1003925	PetGear		Visionette Neckerchief	PetArmor_Marni_Armor	65535	2
1003927	Misc		Pailunese Chalice of Oaths	Pail_Cup_Oath	65535	2
1003928	Cloak		Greymane Cloth Cloak	Demian_Greyfur_Fabric_Cloak_I	65535	2
1003929	Misc		Sigil of Bonding	Pet_Bond_Amulet	65535	2
1003930	Misc		Ocher Jar	Item_gimmick_collection_prop_Ceramic_0021	65535	2
1003931	Misc		Milky White Jar	Item_gimmick_collection_prop_Ceramic_0023	65535	2
1003932	Misc		Patterned Long-Necked Jar	Item_gimmick_collection_prop_Ceramic_0033	65535	2
1003933	Misc		Dark Earthen Jar	Item_gimmick_collection_prop_Ceramic_0034	65535	2
1003934	Misc		Patterned Jar	Item_gimmick_collection_prop_Ceramic_0036	65535	2
1003935	Misc		String-Wrapped Jar	Item_gimmick_collection_prop_Ceramic_0040	65535	2
1003936	Misc		Bright Flat Jar	Item_gimmick_collection_prop_Ceramic_0042	65535	2
1003937	Misc		Dark Flat Jar	Item_gimmick_collection_prop_Ceramic_0043	65535	2
1003938	Misc		Round-Handled Jar	Item_gimmick_collection_prop_Ceramic_0044	65535	2
1003939	Misc		Reddish-Brown Jar	Item_gimmick_collection_prop_Ceramic_0048	65535	2
1003940	Misc		Earth-Colored Jar	Item_gimmick_collection_prop_Ceramic_0049	65535	2
1003941	Misc		Book	Item_gimmick_item_tool_book_0001	65535	2
1003942	Misc		Intricate Floral Vine Cabinet	Item_gimmick_dff_luxuryfurniture_cabinet_01	65535	2
1003943	Misc		Brave Warrior's Storage	Item_gimmick_dff_luxuryfurniture_cabinet_02	65535	2
1003944	Misc		Whitesand Storage	Item_gimmick_dff_luxuryfurniture_cabinet_0001	65535	2
1003945	Misc		Dark Crest Triangular Cabinet	Item_cabinet_02	65535	2
1003946	Misc		Bright Crest Triangular Cabinet	Item_cabinet_02_index01	65535	2
1003947	Misc		Dark Crest Display Cabinet	Item_cabinet_03	65535	2
1003948	Misc		Bright Crest Display Cabinet	Item_cabinet_03_index01	65535	2
1003949	Misc		Whitesand Display Cabinet	Item_cabinet_0003	65535	2
1003950	Misc		Small Dark Timberton Cabinet	Item_cabinet_05	65535	2
1003951	Misc		Small Bright Timberton Cabinet	Item_cabinet_05_index01	65535	2
1003952	Misc		Small Dark Crest Cabinet	Item_cabinet_11	65535	2
1003953	Misc		Small Bright Crest Cabinet	Item_cabinet_11_index01	65535	2
1003954	Misc		Small Whitesand Cabinet	Item_cabinet_0002	65535	2
1003955	Misc		Full Bloom Cabinet	Item_cabinet_12	65535	2
1003956	Misc		Delesyian Metal Lock Cabinet	Item_cabinet_15	65535	2
1003957	Misc		Royal Gold Display Cabinet	Item_cabinet_19	65535	2
1003958	Misc		Sacred Gold Display Cabinet	Item_cabinet_19_index01	65535	2
1003959	Misc		Whitesand Gold Display Cabinet	Item_cabinet_0001	65535	2
1003960	Misc		Small Crest Drawer	Item_cabinet_23	65535	2
1003961	Misc		Crest Drawer	Item_dresser_01	65535	2
1003962	Misc		Timberton Drawer	Item_dresser_01_index01	65535	2
1003963	Misc		Whitesand Drawer	Item_dresser_0001	65535	2
1003964	Misc		Dark Timberton Cabinet	Item_dresser_03	65535	2
1003965	Misc		Bright Timberton Cabinet	Item_dresser_03_index01	65535	2
1003966	Misc		Timberham Drawer	Item_dresser_04	65535	2
1003967	Misc		Dark Timberton Bookshelf	Item_bookcase_02	65535	2
1003968	Misc		Bright Timberton Bookshelf	Item_bookcase_02_index01	65535	2
1003969	Misc		Whitesand Bookshelf	Item_bookcase_0001	65535	2
1003970	Misc		Crimson Bed	Item_dff_luxuryfurniture_bed_02	65535	2
1003971	Misc		White Bed	Item_dff_luxuryfurniture_bed_03	65535	2
1003972	Misc		Lord's Bed	Item_dff_luxuryfurniture_bed_04	65535	2
1003973	Misc		Dark Timberham Bed	Item_in_dff_bed_06	65535	2
1003974	Misc		Bright Timberham Bed	Item_in_dff_bed_06_dem	65535	2
1003975	Misc		Cozy Bed	Item_dff_luxuryfurniture_bed_01	65535	2
1003976	Misc		Large Dark Timberton Wardrobe	Item_closet_01	65535	2
1003977	Misc		Large Bright Timberton Wardrobe	Item_closet_01_index01	65535	2
1003978	Misc		Large Timberton Wardrobe	Item_cabinet_14	65535	2
1003979	Misc		Timberham Wardrobe	Item_closet_02	65535	2
1003980	Misc		Icy White Lampshade	Item_gimmick_hanger_top_lamp_0001	65535	2
1003981	Misc		Twilight Lampshade	Item_gimmick_hanger_top_lamp_0001_index01	65535	2
1003982	Misc		Lilac Lampshade	Item_gimmick_hanger_top_lamp_0001_index02	65535	2
1003983	Misc		Icy White Drop Light	Item_gimmick_hanger_top_lamp_0003	65535	2
1003984	Misc		Twilight Drop Light	Item_gimmick_hanger_top_lamp_0003_index01	65535	2
1003985	Misc		Lilac Drop Light	Item_gimmick_hanger_top_lamp_0003_index02	65535	2
1003986	Misc		Icy White Wall Lantern	Item_gimmick_hanger_side_lamp_0001	65535	2
1003987	Misc		Twilight Wall Lantern	Item_gimmick_hanger_side_lamp_0001_index01	65535	2
1003988	Misc		Lilac Wall Lantern	Item_gimmick_hanger_side_lamp_0001_index02	65535	2
1003989	Misc		Icy White Chandelier	Item_gimmick_gemstone_hanger_top_chandelier_0103	65535	2
1003990	Misc		Twilight Chandelier	Item_gimmick_gemstone_hanger_top_chandelier_0103_index01	65535	2
1003991	Misc		Lilac Chandelier	Item_gimmick_gemstone_hanger_top_chandelier_0103_index02	65535	2
1003992	Misc		Twisted Nightmare Lamp	Item_cd_lamp_hanger_legendanimal_0002	65535	2
1003993	Misc		Mechanical Clockwork Chair	Item_Background_Breakable_Wood_280	65535	2
1003994	Misc		Luxury Gilded Sofa	Item_gimmick_dff_luxuryfurniture_sofa_02	65535	2
1003995	Misc		Luxurious Gilded Side Chair	Item_gimmick_dff_luxuryfurniture_stool_01	65535	2
1003996	Misc		Lion-Crested Chair	Item_gimmick_dff_luxuryfurniture_chair_02	65535	2
1003997	Misc		Large Arched Chair	Item_gimmick_dff_luxuryfurniture_chair_troll_03	65535	2
1003998	Misc		Antler Chair	Item_Background_Breakable_Wood_281	65535	2
1003999	Misc		Palm Tree Pot	Item_cd_ex_dpf_flowerpot_16_housing	65535	2
1004000	Misc		Large Alocasia Pot	Item_cd_ex_dpf_flowerpot_24_housing	65535	2
1004001	Misc		Apple Tree Pot	Item_cd_ex_dpf_flowerpot_61_housing	65535	2
1004002	Misc		Small Wooden Flower Pot	Item_cd_ex_dpf_flowerpot_21_housing	65535	2
1004003	Misc		Desert Cactus Pot	Item_cd_ex_dpf_flowerpot_37_housing	65535	2
1004004	Misc		Laurel Pot	Item_cd_ex_dpf_flowerpot_23_housing	65535	2
1004005	Misc		Luxurious Red Leather Sofa	Item_gimmick_dff_luxuryfurniture_sofa_01	65535	2
1004006	Misc		Gilded Red Fabric Chair	Item_gimmick_dff_luxuryfurniture_chair_04	65535	2
1004007	Misc		Arched Chair	Item_gimmick_dff_luxuryfurniture_chair_03	65535	2
1004008	Misc		Decorative Spire Chair	Item_gimmick_dff_luxuryfurniture_chair_01	65535	2
1004009	Misc		Double-Patterned Chair	Item_Background_Breakable_Wood_285	65535	2
1004010	Misc		Double-Patterned Whitesand Chair	Item_gimmick_in_dff_chair_0002	65535	2
1004011	Misc		Crown-Adorned Chair	Item_Background_Breakable_Wood_294	65535	2
1004012	Misc		Blue Fabric Chair	Item_Background_Breakable_Wood_290	65535	2
1004013	Misc		Round-Legged Chair	Item_Background_Breakable_Wood_293	65535	2
1004014	Misc		Red Fabric Chair	Item_Background_Breakable_Wood_295	65535	2
1004015	Misc		Medium Rotating Globe	Item_gimmick_alchemy_globe_0001	65535	2
1004016	Misc		Large Rotating Globe	Item_gimmick_alchemy_globe_0002	65535	2
1004017	Misc		Small Timberton Table	Item_Background_Breakable_Wood_323	65535	2
1004018	Misc		Small Bright Timberton Table	Item_Background_Breakable_Wood_323_index01	65535	2
1004019	Misc		Book Stand	Item_gimmick_item_tool_bookstand_0001	65535	2
1004020	Misc		Whitesand Fabric Chair	Item_gimmick_in_dff_set_chair_0001	65535	2
1004021	Misc		Whitesand Fabric Chair	Item_gimmick_in_dff_chair_0003	65535	2
1004022	Misc		Small Whitesand Table	Item_gimmick_in_dff_stand_0001	65535	2
1004023	Misc		Adorned Storage Chest	Item_Background_Breakable_Wood_297	65535	2
1004024	Misc		Arched Corridor Table	Item_gimmick_dff_luxuryfurniture_table_01	65535	2
1004025	Misc		Whitesand Arched Corridor Decorative Table	Item_gimmick_dff_luxuryfurniture_table_0001	65535	2
1004026	Misc		Dark Lion Head Table	Item_gimmick_dff_luxuryfurniture_table_02	65535	2
1004027	Misc		Mirrored Wooden Dresser	Item_Background_Breakable_Wood_302	65535	2
1004028	Misc		Mirrored Whitesand Dresser	Item_gimmick_in_dff_dressingtable_0001	65535	2
1004029	Misc		Luxurious Gilded Table	Item_Background_Breakable_Wood_303	65535	2
1004030	Misc		Round Red Fabric Table	Item_Background_Breakable_Wood_310	65535	2
1004031	Misc		Large Round Red Fabric Table	Item_Background_Breakable_Wood_311	65535	2
1004032	Misc		Side Table	Item_Background_Breakable_Wood_313	65535	2
1004033	Misc		Whitesand Side Table	Item_gimmick_in_dff_desk_0001	65535	2
1004034	Misc		Dark Pillared Side Table	Item_Background_Breakable_Wood_257	65535	2
1004035	Misc		Timber Nightstand	Item_Background_Breakable_Wood_320	65535	2
1004036	Misc		Large Whitesand Fabric Table	Item_gimmick_in_dff_table_0002	65535	2
1004037	Misc		Arched Whitesand Table	Item_gimmick_in_dpf_stool_0001	65535	2
1004038	Misc		Large Bright Table	Item_Background_Breakable_Wood_230	65535	2
1004039	Misc		Luxurious Whitesand Table	Item_Background_Breakable_Wood_308	65535	2
1004040	Misc		Bright Pillared Side Table	Item_Background_Breakable_Wood_304	65535	2
